height,rnd
160286,106672853401955186454563030071417487716
160287,185289841925600772981951215880348150302
160288,263445929889215830127395598316591757974
160289,216617812821763300770142505833992713749
160290,40997827582466345195950162901351119052
160291,207490232116393706506200153566474513791
160292,232076958982851308843492377136081662518
160293,335908846097634573500012272751829200413
160294,213672553865645002052932876833374677887
160295,280905883526093465097938958308639374609
160296,15285532835328959989290022719812212094
160297,309892462832178316576101437161816619565
160298,117538329325787309025422542251209722113
160299,242036215863850997096689613331217782341
160300,294626571371220999132189940708848228050
160301,121508902826787672229730877151759826936
160302,59826913895262444144391954257731529733
160303,132367419460347397385471775701288449983
160304,115723024579702451556978525352398139085
160305,112131850399913916870310716833273161894
160306,185393032534606123378178036432530984151
160307,258856311351423162538249331120394298699
160308,219247478313555553573565738735677610155
160309,144666154270273796916121926108464217422
160310,119096663853023712753381886066899516749
160311,72499420910651231195581335175971885999
160312,175159966123616511046270371723389734247
160313,101591414903160309029122375618038494235
160314,294759613112824359231448951185342895755
160315,156356585087328268962246931889100633559
160316,165235035014093040577131277964922508834
160317,54550238857916871797253406228731821997
160318,156514002821844595181039412924458798335
160319,184243167053833853299675576412644404389
160320,73523396325076278822421697059798100889
160321,313271435401432990567355584543188164275
160322,123608657991685193478038722487532816984
160323,61366630761954140388135071397136481163
160324,182910854816500652836927748839843500498
160325,141738925183744667121093962516021555982
160326,55329771018338632122035009304792397371
160327,140536180707300234791433592046731759801
160328,199575245139441878877818541241112679140
160329,335646014797583025717421711565097230648
160330,220404273981731667523207702881261820045
160331,297064533090524726798361056271624738488
160332,280668957535889589298265415315668688082
160333,33169336786676070735334337446012435082
160334,37549237107143261916039197796379801177
160335,52878702623180582379653254247799574359
160336,126707320379278037373244512027913755267
160337,162860926338034382385121300197556073501
160338,313646624862483884431043184020105935146
160339,166854412287479409308712010744956217060
160340,67471826911153238600696151527640079821
160341,192661732316827525487883941987371030222
160342,84835674102734635860544798011890142495
160343,186055955518107434541158654904693915674
160344,193730901346361938128525633274795984683
160345,171040916637380442347176735922414382593
160346,155314407376821979794765284319880066425
160347,24615007688088679119887091143350921327
160348,297746202740106440288400230323352611964
160349,241353698906262639122674958166619324678
160350,39321009892170895129469103750229856117
160351,50894631860925646458549460310400984423
160352,255227147599087531688408131911280640190
160353,151798744505499724131864377847669753902
160354,276405300734258273146081016592771924729
160355,132837267689046307102858785824610795329
160356,94200067138219823567289048423459928011
160357,176633031768208318000170469911421628257
160358,336577200579828901911261561086321458872
160359,201196415757832803925961137438432066635
160360,211738818703340775784421212195259582105
160361,93355560531433630729332846253778897718
160362,215231434622748796766866234182833763297
160363,4171096556464764579679358107606284697
160364,97763484799779846896368142258182132132
160365,41113051995492388345183726421066037856
160366,212295680214352011849703031311883761244
160367,248063927933375115645921241506275726071
160368,170782532744036541001467221708849708576
160369,285560803864565096429766116240726547176
160370,219491896404107925743897259219388685982
160371,319003292175277968415964692524743910094
160372,214649256577134341134732008181101640906
160373,313859809762665997189131928304361352492
160374,209463936653527400511167984747332977502
160375,160559679880503668131289190770573911537
160376,282250850159431557598117725664813442659
160377,132378249534180822534511424190288362376
160378,204766826233206710648317780280755087631
160379,124334440774263009408380783318491835651
160380,177855184449168369990940736613949845120
160381,110187409308924314924745941378317476684
160382,137096151794259124350080103399809177370
160383,31738522944408402960938389899502284543
160384,158835605245877917813449793484050861880
160385,89977470842822743609949996156630010602
160386,256765450104220867759831104104598578795
160387,306640573403660616357384262933625711893
160388,157525295183646187856488293837876761110
160389,23952976614596988248522134915264618428
160390,149888439337856813092568422245967605392
160391,288756488180448200909899032453927799423
160392,264972456262572684998150800669071530094
160393,325586367043497623801789088714057520494
160394,248678583784135304491048674864440281470
160395,30332420012909594680323545829973836168
160396,26496208668347109783151312373281374595
160397,170620214115566275066579258185326386563
160398,114131092843363090543400813965764362816
160399,219050770294601504437198148589218091387
160400,292093886115509231601802591505699373928
160401,184528602342336422009780470943955613760
160402,208381761378846285450186985326021148275
160403,309916958891209332334270978503617754890
160404,180148258085507792665793913263731581095
160405,35850846710646973848830722398500594264
160406,269509767282813301826224962434173105013
160407,224749733410403734193084145034394460091
160408,150417180492998133458446204618218815910
160409,34309307386107252124317584674126622725
160410,40672553121290979188945559148444679835
160411,103745501964297040668948891900647163524
160412,303521609212030302365418234252291094002
160413,85434878674677069442274592641375792436
160414,224937005934809420820767150051213239269
160415,170639933145980169428954368157968126403
160416,53278283360810789999112023539782124937
160417,235889249141451478566090888077602173693
160418,60820130296136535001695836747630544785
160419,56476256859871263819038067841292704832
160420,332357056853170614312236829101879463388
160421,97616531637481726611422340050910175310
160422,115695371816475816783684812310233447133
160423,249772629550076977637045261710534144619
160424,84567684893520523886481597785249267497
160425,154577734870676308104654250314363897277
160426,172405929646823306675392323791417111767
160427,228146164441398665791031888755869638655
160428,268068488308520845747124236640459145083
160429,153501311957516581244838684582607047656
160430,132914761717772150531656470552088335055
160431,143934012951030570241518451984613707327
160432,336615799855672472092912559033291566098
160433,230497606119694114003239654538048238123
160434,140004739326496334859361183672317042811
160435,36619480449226114044561204396085016568
160436,171976310527340984783606390145559074209
160437,20990829634522157204127468236901682491
160438,231070413807862487686149529670070315645
160439,72886874869880352725031019032211919251
160440,36223583676927563523209829269951352741
160441,108265426333763342009783623172975733119
160442,214723756939489897794606521927760480779
160443,51297214108266317070390680594207557943
160444,320100700039798005454056830600542705593
160445,82572139266867778976544801922166267129
160446,128501230883693513993778988746672659836
160447,331574342778046962893055119861596938612
160448,212138033386899234607925905919323491234
160449,202095647665947015268642837896451784405
160450,48843770773492669732504095384224665243
160451,285570152595325560657170371235233476930
160452,303104547331803568088868343585788114058
160453,49695253510260499334427357818279090104
160454,155834021845545658705416677026553173479
160455,305573950108273901903019251115019286512
160456,288482221980936856164067530862020538661
160457,188027123983648143037474248000419602950
160458,286484503314813884980478234566798076117
160459,315181584379005812948134295428481633438
160460,151646235815245678359641066443787782482
160461,175984373320175113250262007490724690132
160462,72578205740122392349954066814191686043
160463,47883051964357055883386747051843010751
160464,261619916685394456639168952469666912178
160465,175666601379702376067949129512121534793
160466,309987949422726673110161819109639522027
160467,137158075887554738214294362313514483526
160468,173401107384058385189047375640299272459
160469,36398802136920502110580298989999444305
160470,117021719907510976685294700977632470306
160471,219423406498590804439860189129017392376
160472,94497682013381638689464951859822114481
160473,226928053249106892074048482086454950786
160474,116076120495613850304519353856560873798
160475,23869847955078750647026890985834163524
160476,272518845609367126511785654969452967642
160477,171389727844058772407731507742588220534
160478,137905268909650053147775445642850518488
160479,148045119220425502448597721849111572155
160480,87623881632581416718026785091922589386
160481,265611749862140471385263534739451490303
160482,72177673412204424369741249001802807738
160483,30542109600143353365082873534892146634
160484,67513187548682221826245803419035517382
160485,201742611822820283994110994452502042532
160486,270758199890271625791098994842558584351
160487,232781286640214116075085344795689516223
160488,127544193754208102199438223199828098397
160489,333273192391971150643426350583220368901
160490,128112089968157913804995343623443520959
160491,321981308725366413081657315898684815915
160492,277443311491552837758699115787395414108
160493,244347117749020494457137735962470670626
160494,115744465490158011621584034061773110914
160495,193547773466062241449865976379930181720
160496,150481648923546969643379263705649883035
160497,327879666483522959747169759877502717373
160498,174482242657332529939069384519212748416
160499,164365514105462640884811819678524377199
160500,162181088956437107592008513156084208890
160501,216581374513341463686074947017823825705
160502,105917449335901911450905315125187014434
160503,41637338638177903543377676201315176353
160504,167944948538538841222282915927364620393
160505,293491800632857475067427993827359752329
160506,109526193358532150672625214972146214826
160507,237573853611736672621729104727608111387
160508,67308665012666089624871609161435998956
160509,17374563079820922254757988269341114979
160510,90840489143742872935412685801199806780
160511,298692203811947292822482424724510280225
160512,119242185538867122835188241987638851864
160513,276910244483873714360247925882377838217
160514,43337582762965723270785864187668429240
160515,334827431148732573414074937095161580829
160516,175542250058964954199660386132672422393
160517,234040886482430521810945203023081226826
160518,339838913479458830940643643153348854816
160519,52479649916505704606649968148220548249
160520,243704612613417068933386532878832473357
160521,41298350344987263351633961753667165547
160522,264012812261572601931684134538682124324
160523,174005391121565000687161260810528437171
160524,241500047512315081008690865470475752140
160525,282866055525117372890662500589105751513
160526,9772185476348152366684110527944101898
160527,191356276908695809755571135772938002285
160528,240301277539168859612128393041248841050
160529,250661728874733998381259427061789622793
160530,48004926600135112556020357993184843849
160531,240569560249537176555450708719143199414
160532,31332603871478596338688786154982810472
160533,219618195968520130825370487907687879234
160534,3353428976219525971734025478622029296
160535,89696454267833308140939348905762087934
160536,119031918117738954402278149081635153620
160537,27007691978731939866661294826423208876
160538,219767496225405347567301723151671254481
160539,274902442469529826922809127236595777655
160540,206707063570759368192874826749124367859
160541,311160953505345375472634193763676342519
160542,236137061740436567587834096549329091203
160543,129173711826670605075315521847266576310
160544,47954578903782821359630374580195058526
160545,332755464968803674513524629870306193417
160546,298852251445108067758290954700940301555
160547,291577012193496594529998313955318580470
160548,204063319950271055248968826160393475071
160549,156898479876132955523866163202101605874
160550,282731680652320403227746429630144557945
160551,276813227974286103360491228331871898382
160552,82339611278873930143950482571763522332
160553,139097186435597910075004940785864579576
160554,326845967988147599048702341632817596946
160555,201729468647899763079741469779253485244
160556,275899897722025359450878834228610038238
160557,164107008671745902235113579206196343091
160558,282548491871923600337866619975077614452
160559,35164659746333380254681037621318078428
160560,278086034909643779447967418742988421908
160561,237066592717344924000922733231787318932
160562,329063760100985908931064086583124679440
160563,270214008542814681013753685188823741624
160564,274814573473239835472704477698949190043
160565,198346156102177955887410342249217486217
160566,256627867630516717268592251334759313753
160567,214733210507669381163164424512602348066
160568,269856545967169416794405228471857019682
160569,302574825746374800404052100709413088600
160570,122357793204886152562669901087679014471
160571,106078516753588074313255857788256152104
160572,155362760062738770787701897001864826189
160573,278355931817958074780656249504471721220
160574,225371748652517814173706552585710458943
160575,159500404111706640062640313737587645400
160576,245184565437166628565203309515836490963
160577,66622364182029862034457360655160925707
160578,241662853535151635071164139400438671230
160579,88919145063815420661782002050786290060
160580,85520705700861683115533794722858320486
160581,301525014867573834039623103453680192852
160582,79384754449076132370989343437631280429
160583,95076013736407717901356257385119781799
160584,48819410479576026489649456325044760933
160585,224799418723891969386821190598502531760
160586,72220909755284374155011138114922724544
160587,165373068741200073682272765969984079304
160588,113426786386289471002245767096234189293
160589,272005180062909793748945988180002198934
160590,10605515688811769132915146502465081278
160591,268884520118426569265935177558509071977
160592,150292035815572694832023729750278812792
160593,313615265681310422816549749970400883793
160594,68083239150938665924305803316163230618
160595,192090744996918676189299138841215634334
160596,202869086972560599226863268141303018276
160597,318430420752238306561250929933584564428
160598,326200782124171797219136260331473103106
160599,321214051815643565033090460342597564375
160600,323276778737044253477346763003175741593
160601,91332981243919499188430046521295486898
160602,120172529814095406831296405559427660634
160603,23679798142699338832461425349040936363
160604,179046535873974119493365768124920152764
160605,227511750060344927901844613091313404715
160606,253259200757272099688329580050387829404
160607,248412707610402421820683906880155308719
160608,176561014188959367188211057736887089065
160609,253960104088849228047505771487262945549
160610,110489474929958920170070636276022082480
160611,272378692529589879935519908404256505471
160612,339637731922476157601433283393825497052
160613,70112511927877872497966869633159433402
160614,67503800608031044551456010782967638611
160615,299292282752349092910300206741905667284
160616,206976858396620610485232813803648735649
160617,232605869168793173445329787063199003723
160618,179311907626314566567859382716080920164
160619,10074803033923770150442369783998588642
160620,306090343974676969820285182370073700695
160621,78041619904113070292642917923809347149
160622,55946360731566111774256841831170485695
160623,37875827522616759183631027028675181666
160624,82836413174170198143212239990512460081
160625,62673421911067133943536044500416669270
160626,11331384056828689293376658900157180274
160627,169835899680847864078761322110233832128
160628,248231333161381199259431777095710065449
160629,72929700651813434443942173616508371992
160630,219011414485442795923120021709195632406
160631,129967954243141011405497319425546917221
160632,80452428245150358938479142825395786835
160633,9126304946049790415509754033639421829
160634,63072781428240924777267906337476764776
160635,44526243324480140440286818086587669525
160636,53313636825459138345492721781969987219
160637,265068596169594100134554777002713979058
160638,45413240746231805703190577402535890596
160639,111643798131188231697961116816275092647
160640,259204106911145578563551071120942563744
160641,294530552811649416855873872266456378817
160642,36433271186672286884361652016424205840
160643,261776518043999755773011577019808663325
160644,190511476427162775451920594219371809673
160645,100562172335411842442804323058631013606
160646,93112292272852573075088885337942608323
160647,250482422370558080365040400303640711517
160648,103653857286138901279346640192418675195
160649,201207222639343802838686850693637490944
160650,328250209515619654721484556569573247491
160651,245507348515436534023811295528772194674
160652,3757037335317581756416431345742345869
160653,97880064966227741514279302525234757612
160654,146277731491270521847039234152990460964
160655,289295462785256133818086407944462018384
160656,163232582385198053653527328230970880180
160657,253974763699712964980493118813492617113
160658,334243275951368376508510759602986766023
160659,241098270624434699359735233291214829819
160660,322300872255257647706934660575690035133
160661,117328111524949413382780820347159659209
160662,39046276118642593881038458100795909058
160663,249196804265642849892880846605817523817
160664,12133140308455849237487748079336252524
160665,118764991599886083533027849028998327758
160666,160035042883562824731275594951260142343
160667,275881085165608639554408455234258542834
160668,339290172151138844239292137349001024503
160669,155805147869196415754497391109685293490
160670,72519889370569703764852594800924235237
160671,293013728238514161363660619194483718009
160672,166566733775187506051762812112578903480
160673,274678015675358140512945337110994397044
160674,20963318423135899509018344708917581276
160675,122790246787485612073372569070944852944
160676,201233525374149887956662575749856609197
160677,100206390643751325370467730324164938123
160678,221855332236822472416286270460121422135
160679,109607629440386674972510851847965240183
160680,100599760966503011183107154926918864993
160681,90024031392288899734067650438578396420
160682,83831469880274658686459813996673849284
160683,65135946405560712586171087305902906447
160684,185232558537719448965584784612556913747
160685,50641086057834495879356965217621875769
160686,4029853259168030331365673416320980786
160687,145114601823623363792478207010028622941
160688,197177303595128806382645548205430646437
160689,153323784815475129803460800511275997420
160690,181301509297727020893601392286323362196
160691,166006603508895528276824164520990677380
160692,160678153899050057282928760002353530668
160693,39863683269166632029873602504520473827
160694,255864434016426697798036586643671005594
160695,173108832132020248039623770975787591068
160696,211565492633204159416084559369868953541
160697,240889430481988487693481336625846621717
160698,266650623220126645998577615116016088195
160699,136050427985188495489763660671030509808
160700,103442187952041590022447333542251437844
160701,136738223964117150430770175950888411324
160702,217974649042462092147740580333157086568
160703,185434982424269647860191498037452556279
160704,11737715848903414223843021842275630391
160705,330906271020335008611467104065910895848
160706,193746305647015189537365183907872594357
160707,42973614079806777718694798560668747512
160708,233194009278084910452988551786336206614
160709,175995169747306909205127379534079337145
160710,93556418172459392182637506864656609208
160711,188580542777184778370088443745039750788
160712,246752637320941435015613807695700020794
160713,257980223322544343581233099291147599319
160714,310901126872124094470681977568387975579
160715,114756444564269585476242434535138885358
160716,99256554043637973507319718222565020653
160717,186426706695720055798610441891358098080
160718,104107398018878288571810919226151684636
160719,26551600629858000888329066258868244761
160720,49596586429009404649569923753137004922
160721,74503456746856102667393627566653336350
160722,124295235620603646046484579671058602773
160723,167953513036945528856781039793825296995
160724,324459683481055865117038783394969687720
160725,270844717996627823033561292838376178303
160726,326141479781113119087649789419537769052
160727,19685720378254583044014443209972857879
160728,115729976874590800014470350276424060241
160729,320552606036824710573546393336360321508
160730,100458052195847301063280483463362204016
160731,305754575769848932509486865697919427289
160732,169219853556054858195034782714326264931
160733,234025500056581073545826964802950932455
160734,72020242210764174179033896821789157694
160735,123145448867555009541619489857797085628
160736,14471266357122640126411569579208364869
160737,90228515319867947474131370454763084629
160738,178843184004634827131673005085482413604
160739,281182159445352827218110105471398730490
160740,165091405330719906382314012408942546850
160741,290624374338823920477819043998244931651
160742,61447254153845030721719507603947445716
160743,232339108644332715200444241361437341796
160744,39660721381877617475036709581289411382
160745,212614258111830831728937323583378680378
160746,13183596515129152187602418613621819393
160747,274772966606033051587382291307095097729
160748,164308890699877697329413106485681533930
160749,287526422722583183298227803780886476923
160750,138872354015236275761516716787498749986
160751,9889944023409544517826234934600805647
160752,59234670569206881510832858543627373389
160753,247506743287170661279001159073732563484
160754,111749373209554193829857142985578347579
160755,270146476343371630684871499490645009954
160756,170637053930321629745767079203269587094
160757,266938929899985344181575084847005230944
160758,323316997904586918807856068504044017137
160759,297487627432714303138436685669403312660
160760,281813827914179029314765465205906172785
160761,184824800522189351956890482835143689618
160762,110060267536863348674344208117195113312
160763,208547794856627922657427219456921624522
160764,38326468652608853003539714834643770322
160765,335192629095839618765973630300753211515
160766,169645622093979323706588177737672831295
160767,119982743155146164889949312738780622250
160768,190804955893404126077557541396720695421
160769,185094521530859522408360671019939511572
160770,11327364277591309610611157289673736450
160771,23968646919919114254205138288128395879
160772,40275909190930201730310533508066594239
160773,34312692265214441563523631106149213994
160774,149987825836593411001968663097834304858
160775,270431668421441152187947565661589068321
160776,321356974503096457637400147054311516289
160777,314074990565972262821526636982547203197
160778,262789933141669447322784592057366294112
160779,217414182448548923615599244104419309251
160780,241938290079714741201254603395024777660
160781,163068215206813369106590930700939180670
160782,225951296829705651574332611686412973543
160783,260590698830152585431196725310994935747
160784,156838303271671607394897607634325405147
160785,158872025194759898445850178247911739056
160786,131934933595265430239740962870748693117
160787,322200103476314791274339199906751976184
160788,54084019995136391317649977476824786652
160789,28237520701149227076440159239535835641
160790,43980794312542209447185164131007383910
160791,300363561393721095519608448415430882830
160792,131361996404515879474951117675068837689
160793,184502333957398654914205199685076367685
160794,164191986636499719673414303519936331930
160795,178773369394871241166695916606260881794
160796,300494436573390938658382442549292913220
160797,14474915666982781305689485698855597358
160798,332068091160680887616877429936273930580
160799,225956882195540438088292758036226954902
160800,329111846517777814436881911773356171167
160801,23213244672443334795424760007927031001
160802,168792705034719869365038507388936207685
160803,76502785208912021273873167314186738332
160804,316648018135766448241203160179519782556
160805,1671406851586911442067984499270653985
160806,79223752042073010464693350224395054382
160807,324408760690512908844202365062384203051
160808,199305819906233446157030653067848007521
160809,299535953873315860751011540469544964712
160810,280328736866100536923538780536595536369
160811,322281913685966036783635008672782088309
160812,56617222768492888186617646082787682092
160813,288325747145355857388160344340143618864
160814,339525413184256536235582139340669421804
160815,271551137525891040778115184249729728100
160816,266733372515217024418516894830478200713
160817,97882296634744742842743220272195939324
160818,112703459222933388181078458963621664796
160819,12861009763654641042632489200555261843
160820,136490326060547903690033798623940226687
160821,67808556483377086326290533417044149215
160822,255079275559313983074105390588850942401
160823,287130845304766226482079856651027758801
160824,46976095033169442986614305798200560974
160825,311388772614626453866246124998536991689
160826,194078844485157923891902700473572484239
160827,178145966781570342570975749998666085030
160828,171138610536994520644154275193920024562
160829,130990487097535234098922966587432478538
160830,83375237262859989704202412990542074066
160831,173816712077746732533261089632687785312
160832,69364155613879130645359859968198476178
160833,55801579767227335027594358413518307738
160834,138407018780942043500759163184638295361
160835,322723868252021714374763464918520479477
160836,259385902964122729245067400629098407729
160837,71504708068797296455517385964692765018
160838,232905771687642063345082366469841715249
160839,64569020874485635121707351656582042988
160840,108540748905878274154735373781001701
160841,127021746048640308533423369341250442341
160842,234268902011378326902840330891024491281
160843,105270688499380021190979938413072267672
160844,264237125322231491899440963530911785465
160845,55892508517842678888028894559141841441
160846,99051966541552884356878850919211468980
160847,325737210210200678193242417059559140102
160848,181628579263487394689823986131545603616
160849,20761935895812425528197228865621864170
160850,135330752048831164126351429082513855760
160851,5274352244114105774462179145775663578
160852,87809018105088884480460871675277728003
160853,156744212742369485402893739584134689421
160854,265354632624280676301135559258120302041
160855,276669662894920531471993963487008364491
160856,303604788039825927601045351213203860727
160857,15487052763430779234832764689236453389
160858,155066707103732251555003210649304019429
160859,313965345529505355263594582195061227850
160860,170849481889947471714870168010706099975
160861,33719619773901016236571363099018263264
160862,2581410718279214254331962094143232602
160863,205779605993002929416009213441770847979
160864,231305240948747483306675702101507916734
160865,169506559292005119937416344523029336884
160866,186653988580351574297847239011790994720
160867,300441620468560823611392031984687265407
160868,320139059996025877744523670395111472587
160869,206524297762638463888516724986501522291
160870,277593116855549644423470930010929429039
160871,299980038228020308530863796921350659908
160872,70077346820724597872783398467060161204
160873,298895833900894368822954323064157374258
160874,179350575185914737202750948297103773997
160875,3543774129367690875926433033189805779
160876,299589518704627671939315328472061453306
160877,236546367678690642179353755987023051544
160878,123181564239253062665531184735153826128
160879,297879597557839974064521963519879944052
160880,498700594860166090822993789263657569
160881,199589951425848545863693980787851045185
160882,191246147280866322079008204700963789272
160883,161142545742599528998024674492614639829
160884,320541156189938303536236309333473548218
160885,119557526758342081731734225322484036035
160886,259990398341732607398679712741474109334
160887,245929613608727877393896471070235897968
160888,110764277829107189824731695536556295657
160889,119658723507037780675984773883696326839
160890,311237159625818531065414700603145877646
160891,243098779282933501359640845143445460053
160892,163633811583321893101203071178225101292
160893,43833852230289312764015718947461717326
160894,40941575306149937934494428463221082361
160895,62546934756939509799232436953672522578
160896,177238035892361589004331618636576483433
160897,27459177770079292498930859048549111455
160898,323220921365257196681751950838046266320
160899,215154865278756547319853487309573409497
160900,82986671449569157275234814239141398674
160901,104675115751520587444189944461181632115
160902,314403803137333338829819861408327656159
160903,2048350723497216452967960159870785819
160904,71626856676513419162339093100903896330
160905,164705878781619699210463711908521176019
160906,239165064382318086062886544794410796149
160907,133626808689038680708212645110901122819
160908,106184450549904071914966487069042928260
160909,98924907503985116453634748154167163187
160910,242619001763386983711948880046553305867
160911,49513864129112648137403087742394657947
160912,262508285484555988341478164227657670765
160913,210997274213455055419768929908950495676
160914,275861800209375395169568614116592305160
160915,176515448701019876085580325129969431300
160916,203937896704710914394311154954835598440
160917,162486577094634381195672271690315403047
160918,245311232197779299501996311209977034616
160919,287083164763793745427637645393875871943
160920,265130606363436196295320038548663170058
160921,176920533078855394403066572153737565221
160922,11586400266176042573426445848091926605
160923,12017593179689617040990572640860356221
160924,158837798318030073430515892287889226737
160925,16845654866883179471943183086117440164
160926,324081428885786590373725573951582482371
160927,94253491502421993218113552188174218572
160928,114711672892951749955786181034116450939
160929,229060868793271297220922121856791714366
160930,154154445360561783225033817582298886685
160931,298154008019712695146734249094058746954
160932,49521790991490905669538110549320807108
160933,148892126907314099327454456201981619897
160934,138222406728822171414537255804832251123
160935,75647145974153169999958516158220784472
160936,136967989433171665678941013813997188030
160937,291208769033814445983902854315581458979
160938,285305911500298623804834733056765045669
160939,322605378067330885019850189393656693989
160940,172612060135719332220493119794137944921
160941,64704371289790263161963263542727249649
160942,84573249883158064597265489111634208032
160943,272102683021150185309799183308209975955
160944,55560910342735513515265388452771062744
160945,134591370858463959612308847164398442629
160946,50920302710642396349668202329041450360
160947,106769150935203996505891688416067925524
160948,17623350252135449029895926735372058379
160949,221400126861824431547033878618316713921
160950,60636470785117795586337327313728051154
160951,301365968154149407955159989166085702198
160952,31030493199463437980439774549014106230
160953,76410747552982325954757610605731451699
160954,76344653119440792952160344032547564449
160955,135340183409088918009556896265166292971
160956,184283003916585996699497356900031743957
160957,135603131122861306085163109494962077763
160958,85404993740765027462741863982772161357
160959,265176179510451567665284094253209617588
160960,253525239237396966711174832734068445713
160961,118834295849627773948208795737721017670
160962,277231578407324614035853833855767769073
160963,163077729897668977891041088465642643661
160964,12400290925765987529519912934255025240
160965,84625819743145219790979946414656209267
160966,309322667136190987705279594031876065134
160967,219728161622410107429322180938523728910
160968,154778733134024251573576667813583366604
160969,189848526919229257884348524099672945427
160970,69860395994580827846059786088329755077
160971,107395006168365378453836716237805978632
160972,299979476465389750957209917622833502255
160973,132224385399115197190673837538413406897
160974,211897118657937562008619616371912817688
160975,119962174186889132136952064003359294014
160976,187399103320008299216431467218510215267
160977,1734227895953025079215857207053122844
160978,206015416420559898449193666930598623501
160979,47376753137079026816815307429251419865
160980,172226224711318321305109158172474807582
160981,294386641926258158142248951831564350901
160982,188108202221109178444660909792836093857
160983,295218926266629945151525891931811893149
160984,62535657968225132075207410994820890656
160985,12807325390626636684735778458334171981
160986,153116885358802829679265995011638569662
160987,77695515426844076616238944044705258387
160988,215152685480324478935047986922415101665
160989,281305023052483868481409981051717667556
160990,298849281896808483370968840212579187463
160991,180869477391426437475288995792645075513
160992,155234843241719692711990642962966105095
160993,220318174592942198806663210853665550929
160994,178030783690027282226547917934766752836
160995,275707623397909843471545017913572630274
160996,239568289763210846278930013956063436049
160997,41696407674487632291423421906981901992
160998,202936667543128961521664050186299338409
160999,87082074759455632048008541844853530072
161000,320261830535875514409006480552236409523
161001,16118561282391988016775472272681557374
161002,61649767496196841267699864386252907333
161003,79299917697941786945758504971638201608
161004,71432956331608396117111761377350854637
161005,16009900451056992856103139878505533541
161006,25801326590338053366078010762937869259
161007,31576741893385778021380981676683311359
161008,287943228849977947133769272108905750488
161009,293754676739093053147159605926677820076
161010,200200404672267478086438384843254087624
161011,43859441776236343187042264305074414550
161012,210096833202831154892668399728608145245
161013,228481580665067059303150966392310411530
161014,277045096892085119040895196730697415728
161015,233149746755831881166012788948409034145
161016,190082227315396621482687345176084450554
161017,229895487265583236647113376325919694435
161018,142331470683690861636388729953808636939
161019,159389987141045512311018275490871886704
161020,159353369696890628990802001211064644612
161021,146523217216672053016292475530707454455
161022,92704466357928266474209039796795247448
161023,240515538936373470722500157366300328584
161024,12240556022390546987302990113363659433
161025,179732609527870868737704678204941595671
161026,147173551301327217117359769329605304124
161027,36955522827216416534412479278726464955
161028,114107614630042876125402071794253909960
161029,138368109251938665940328418726943908534
161030,327861990740491977096101348298914884557
161031,908799911064464065082380654375710854
161032,201227477920014898118314789060152495956
161033,203902542184229161821551896428311513142
161034,114283624781978873871097644853787348386
161035,160722469228724908609066625039868169154
161036,166061643583575184883587566815745660097
161037,149354963605096821187306109061784485858
161038,161159244651191772148497281577360601095
161039,162349169278411620030154855915149064116
161040,259303138893437188277007044779496282646
161041,78451021070278103024221999648151344441
161042,121411602389101291702833961665227586122
161043,70717284978044220470540517111224276411
161044,282765887266332665895129705646885723228
161045,257560604163675597337414671172791841786
161046,283284964864348811046448447510812011963
161047,72574412710243355670268081394141796629
161048,21015120209461447518364004430109005022
161049,230999534567758696346691261220979650299
161050,46739141069502215934497923780213195146
161051,54789221194262281930493032478542255037
161052,53661298515112443277442764369348307367
161053,80957431030105558628805035023444953379
161054,179354475696027088110963469085223314317
161055,180149679545446001282075425396719823585
161056,141273902824998103777875900359244753421
161057,284342259163513110874486688556288161176
161058,258914831079041372469597979031414419098
161059,261393242856236469729591271036803736808
161060,28289106561014578169442161897951637949
161061,56998756689631103926903233777185772426
161062,26871152810522049695975568459670268820
161063,253421120103265199289714744632029553697
161064,161082086207979617045441014750800225655
161065,175264264462839967438963263272935558783
161066,242533046981298023617180483403649635844
161067,75980424027043435450942582137064637446
161068,152502781400220207449231475038125850630
161069,162870618326108430773188444487222012400
161070,260943537640516392837456278037301441973
161071,192209720388951962912327387330546013979
161072,147929660147486357840293662448435923560
161073,139597212710015576698743046265268788345
161074,340116051025342379437520192305796542126
161075,73219390402976961536905916756136394166
161076,26824934419525046897246858286547636589
161077,56840830398564234609680796100117290085
161078,123925325195385293159647025564852488652
161079,317611537354921664295654369711041110494
161080,41223717897623238266025855773111517852
161081,57699365208396161055182706733876633957
161082,171101114972442707217105710800732683133
161083,188897385244902515084249565869974182060
161084,134455277492416717084295157029962992404
161085,302765890520161180065863994427723606033
161086,136841620016505225437484961089638757559
161087,166099888255216797799400675373442331406
161088,43674586805891609870831868815593540486
161089,273880715404515411022663798709459440211
161090,173843756340851944973843674009782550286
161091,31979446664289987653231622230698502362
161092,286053785765796432724715294166317282355
161093,242574568356454548820092909169983879590
161094,304866506483641475027146412396599063777
161095,228934582512180512725074826417497410304
161096,224523349240946107272653162238839639057
161097,289398264911798386250943359269320360411
161098,168552483568541161872294778497149561606
161099,220648073780419449252805001621100884763
161100,63200208301782961403071026887924670244
161101,251937706425402565594695116505633317001
161102,83666495715096410495475680268208148571
161103,48992365574952342054115857306690460750
161104,171593799527266120595193020506562652447
161105,114681728127346611143568129170247924474
161106,218566121542983294016361954493024503368
161107,5537286312236620924140024813832722241
161108,91866631675059322799786681673637104806
